CODI_ENS;TIPUS_ENS;NOM;CARREC;AREA;PARTIT_POLITIC;MUNICIPI_REPRESENTA;ORDRE;DATA_NOMENAMENT
2502540003;Municipis;DAVID TORRES ALONSO;Regidor/a;;CDA-PNA;;2;15/6/2019
2502540003;Municipis;MARCOS AMIELL MOGA;Regidor/a;;CDA-PNA;;3;15/6/2019
2502540003;Municipis;ANDRÉS ESPAÑA CÓNSUL;Regidor/a;;CDA-PNA;;4;15/6/2019
2502540003;Municipis;JUAN MANUEL PABA SERENA;Regidor/a;;CDA-PNA;;5;15/6/2019
2502540003;Municipis;FRANCISCO BRUNA CAPEL;Regidor/a;;UA-PSC-CP;;6;15/6/2019
2502540003;Municipis;JOSÉ PABA JORDANA;Regidor/a;;UA-PSC-CP;;7;15/6/2019
2502540003;Municipis;MARC TARRAU LEJA;Regidor/a;;UA-PSC-CP;;8;15/6/2019
2502540003;Municipis;NEUS CANALS CASELLAS;Regidor/a;;ARAN AMASSA;;9;15/6/2019
2502730008;Municipis;CARME MIRÓ SOLÉ;Alcalde/ssa;;JxCAT - JUNTS;;1;15/6/2019
2502730008;Municipis;ENRIC VALLS CASTERÀS;Regidor/a;;JxCAT -JUNTS;;2;15/6/2019
2502730008;Municipis;MIREIA OROMÍ MARÍN;Regidor/a;;JxCAT -JUNTS;;3;15/6/2019
2502730008;Municipis;MARIA TERESA VIDAL MELÀ;Regidor/a;;JxCAT -JUNTS;;4;15/6/2019
2502730008;Municipis;JOSEP VIDAL AMENÓS;Regidor/a;;JxCAT -JUNTS;;5;15/6/2019
2502730008;Municipis;XAVIER FREIXES SERRANO;Regidor/a;;ERd¿A-AM;;6;15/6/2019
2502730008;Municipis;MARTA MACIÀ VILCHEZ;Regidor/a;;ERd¿A-AM;;7;15/6/2019
2502730008;Municipis;ELISABET CASTRO BAYONA;Regidor/a;;ERd¿A-AM;;8;15/6/2019
2502730008;Municipis;M. PILAR PÀMIES PERNA;Regidor/a;;ERd¿A-AM;;9;15/6/2019
2502920002;Municipis;SERGI PELEGRÍ PERERA;Alcalde/ssa;;ERC-AM;;1;15/6/2019
2502920002;Municipis;ANAÏS EGEA GRIMAU;Regidor/a;;EA -AM;;2;15/6/2019
2502920002;Municipis;FRANCESC ROSET SANS;Regidor/a;;EA -AM;;3;15/6/2019
2502920002;Municipis;JORDI PERERA VALL;Regidor/a;;EA -AM;;4;15/6/2019
2502920002;Municipis;MARIA TERESA MAS MIR;Regidor/a;;EA -AM;;5;15/6/2019
2502920002;Municipis;JOAN MIQUEL SIMÓ FALCÓ ;Regidor/a;;CxA -CP;;6;15/6/2019
2502920002;Municipis;FRANCESC XAVIER PERELLÓ MIRET ;Regidor/a;;CxA -CP;;7;15/6/2019
2502920002;Municipis;RAMON SOLÉ MOYÀ ;Regidor/a;;CxA -CP;;8;15/6/2019
2502920002;Municipis;CRISTINA TEIXIDÓ PELEGRÍ ;Regidor/a;;CxA -CP;;9;15/6/2019
2502920002;Municipis;RAMONA BARRUFET SANTACANA;Regidor/a;;JxCAT -JUNTS;;10;15/6/2019
2502920002;Municipis;ALBERT LÓPEZ NADAL;Regidor/a;;JxCAT -JUNTS;;11;15/6/2019
2503060009;Municipis;ROSA ANDORRÀ NICOLA;Alcalde/ssa;;JxCat- JUNTS;;1;15/6/2019
2503060009;Municipis;LLUÍS NOGUERA PALAU;Regidor/a;;JxCat-JUNTS;;2;15/6/2019
2503060009;Municipis;Mª ÀNGELS GISPERT CAMPI;Regidor/a;;JxCat-JUNTS;;3;15/6/2019
2503060009;Municipis;DANIEL JORDANA PUIGDEMASA;Regidor/a;;JxCat-JUNTS;;4;15/6/2019
2503060009;Municipis;FRANCESC JORDANA I GUSPÍ;Regidor/a;;ERC - AM;;5;15/6/2019
2503130008;Municipis;PERE CASTET FARRÉ;Alcalde/ssa;;CDA-PNA;;1;15/6/2019
2503130008;Municipis;ANTONIO RELLA FARRÉ ;Regidor/a;;CDA-PNA;;2;15/6/2019
2503130008;Municipis;DANIEL CASTET MARTIN ;Regidor/a;;UA-PSC-CP;;3;15/6/2019
2503280001;Municipis;ANTONIO CASANOVAS ALIS;Alcalde/ssa;;ERC-AM;;1;15/6/2019
2503280001;Municipis;ANTONIO BARRAL I MIRÓ;Regidor/a;;ERC - AM;;2;15/6/2019
2503280001;Municipis;EDUARD SUBIRÀ VILADOMAT;Regidor/a;;JxCAT -JUNTS;;3;15/6/2019
2503340003;Municipis;PERE PUIGGRÒS COMPTE;Alcalde/ssa;;JxCAT - JUNTS;;1;15/6/2019
2503340003;Municipis;BENJAMÍ MOR NOSAS;Regidor/a;;JxCAT -JUNTS;;2;15/6/2019
2503340003;Municipis;IOLANDA GARCÍA PEDROSA;Regidor/a;;JxCAT -JUNTS;;3;15/6/2019
2503340003;Municipis;MARCEL MOR MIRÓ;Regidor/a;;JxCAT -JUNTS;;4;15/6/2019
2503340003;Municipis;VERÒNICA PUIGGRÒS MUR;Regidor/a;;JxCAT -JUNTS;;5;15/6/2019
2503340003;Municipis;DELFÍ BONET GALLART;Regidor/a;;ERC - AM;;6;15/6/2019
2503340003;Municipis;JOSEP MARIA ESTEVE MUÑOZ;Regidor/a;;ERC - AM;;7;15/6/2019
2503340003;Municipis;ANNA ORÓ BETRIU;Regidor/a;;ERC - AM;;8;15/6/2019
2503340003;Municipis;MARIONA REBULL BERENGUÉ;Regidor/a;;ERC - AM;;9;15/6/2019
2503490004;Municipis;DOMÈNEC SABANÉS PORTA;Alcalde/ssa;;ERC-AM;;1;15/6/2019
2503490004;Municipis;MARIA CUSOLA AUMEDES;Regidor/a;;ERC - AM;;2;15/6/2019
2503490004;Municipis;CARLES SERRA COMENGE;Regidor/a;;ERC - AM;;3;15/6/2019
2503490004;Municipis;ALBA BOHER BARÓ;Regidor/a;;ERC - AM;;4;15/6/2019
2503490004;Municipis;SARA TEIXIDÓ SERRET;Regidor/a;;ERC - AM;;5;15/6/2019
2503490004;Municipis;PERE MARTÍ FERNÁNDEZ;Regidor/a;;APC;;6;15/6/2019
2503490004;Municipis;EVA MARIA CENDRA GODIA;Regidor/a;;APC;;7;15/6/2019
2503490004;Municipis;ISMAEL MAZA BATLLE;Regidor/a;;APC;;8;15/6/2019
2503490004;Municipis;JOSEP M. FARRÉ CODINA;Regidor/a;;JUNTS;;9;15/6/2019
2503490004;Municipis;JAUME CABALLER BRITO;Regidor/a;;JUNTS;;10;15/6/2019
2503490004;Municipis;SÍLVIA CARDONA CANES;Regidor/a;;JUNTS;;11;15/6/2019
2503520002;Municipis;JOSEP TORRES FLORES;Alcalde/ssa;;JxCat-JUNTS;;1;15/6/2019
2503520002;Municipis;ÀNGELS SOLÀ FIGUERES;Regidor/a;;JxCAT-JUNTS;;2;15/6/2019
2503520002;Municipis;ASENSI MASANA CARRICONDO;Regidor/a;;JxCAT-JUNTS;;3;15/6/2019
2503520002;Municipis;ALBERT BERGADÀ ALBURQUERQUE;Regidor/a;;JxCAT-JUNTS;;4;15/6/2019
2503520002;Municipis;FRANCESC MARCELINO CAMARASA;Regidor/a;;JxCAT-JUNTS;;5;15/6/2019
2503520002;Municipis;DOLORS TERUEL ARTERO;Regidor/a;;IS-AM;;6;15/6/2019
2503650006;Municipis;FERMÍN MASOT AYMÍ ;Alcalde/ssa;;CxA -CP;;1;15/6/2019
2503650006;Municipis;M. JOSÉ INVERNÓN MÓDOL;Regidor/a;;JxCAT - JUNTS;;4;15/6/2019
2503650006;Municipis;MARIA LOURDES COLL GAEL;Regidor/a;;JxCAT -JUNTS;;5;15/6/2019
2503710007;Municipis;LIDIA BER SALMONS;Alcalde/ssa;;IASL-AM;;1;15/6/2019
2503710007;Municipis;MERCÈ BADIA FORCAT;Regidor/a;;IASL-AM;;2;15/6/2019
2503710007;Municipis;ANA BELÉN MOLINS VERDÉS;Regidor/a;;IASL-AM;;3;15/6/2019
2503710007;Municipis;JORDI CORSA CAMBRES;Regidor/a;;IASL-AM;;4;15/6/2019
2503710007;Municipis;ÀNGELS FILTRE GARCIA;Regidor/a;;JUNTS;;5;15/6/2019
2503710007;Municipis;MONTSE GENÉ CASTAN;Regidor/a;;JUNTS;;6;15/6/2019
2503710007;Municipis;XAVIER UTGÉ JUVILLÀ;Regidor/a;;JUNTS;;7;15/6/2019
2503870005;Municipis;ROSA PUJOL ESTEVE;Alcalde/ssa;;JxCAT-JUNTS;;1;
2503870005;Municipis;MARIA ANTONIA ROYES VALLS;Tinent/a d'Alcalde;;JxCAT-JUNTS;;2;
2503870005;Municipis;IMMA BENAGES TEIXIDO;Tinent/a d'Alcalde;;JxCAT-JUNTS;;3;
2503870005;Municipis;GAIETÀ CAPELL COMPANYS;Tinent/a d'Alcalde;;JxCAT-JUNTS;;4;
2503870005;Municipis;DAMIA JORNET AGUSTI;Regidor/a;;JxCAT-JUNTS;;5;
2503870005;Municipis;EUSEBIO VALERA CASQUET;Regidor/a;;JxCAT-JUNTS;;6;
2503870005;Municipis;CLEMENT AGUSTI GOMEZ;Regidor/a;;JxCAT-JUNTS;;7;
2503870005;Municipis;ALBA CABASES BENAGES;Regidor/a;;JxCAT-JUNTS;;8;
2503870005;Municipis;ANNA CASALS CAROL;Regidor/a;;AR - AM;;9;
2503870005;Municipis;ANDREU SANS ROS;Regidor/a;;AR - AM;;10;
2503870005;Municipis;JAUME IZCARA CAMI;Regidor/a;;PP;;11;
2503900000;Municipis;ANNA SENTINELLA AMENGUAL;Alcalde/ssa;;SBP;;1;15/6/2019
2503900000;Municipis;CARLOTA CANUT FARRÉ;Regidor/a;;SBP;;2;15/6/2019
2503900000;Municipis;DAVID SARO ARROYO;Regidor/a;;SBP;;3;15/6/2019
2503900000;Municipis;MARIA DOLORS FONT JUANATI;Regidor/a;;SBP;;4;15/6/2019
2503900000;Municipis;JORDI CANUT BARTRA;Regidor/a;;FM-AM;;5;15/6/2019
2503900000;Municipis;ANGEL RUIZ GARCIA;Regidor/a;;FM-AM;;6;15/6/2019
2503900000;Municipis;JORDI CANAL LLIMIÑANA;Regidor/a;;FM-AM;;7;15/6/2019
2504110007;Municipis;ANDREU BENET CASTILLO;Alcalde/ssa;;JxB-AM;;1;15/6/2019
2504110007;Municipis;JUDIT IBÓS SANTIVERI;Regidor/a;;JxB-AM;;2;15/6/2019
2504110007;Municipis;JORDI GARCÍA RUSO;Regidor/a;;JxB-AM;;3;15/6/2019
2504110007;Municipis;MANEL FARRÉ RIUS;Regidor/a;;JxB-AM;;4;15/6/2019
2504110007;Municipis;Mª TERESA MESALLES SOLSONA;Regidor/a;;JUNTS;;5;15/6/2019
2504110007;Municipis;JOSEP ANTONI PAVON BESALU;Regidor/a;;JUNTS;;6;15/6/2019
2504110007;Municipis;RAMON VERDAGUER TRULLOLS;Regidor/a;;JUNTS;;7;15/6/2019
2504260009;Municipis;ANTONIO REIG TORNÉ;Alcalde/ssa;;JUNTS;;1;15/6/2019
2504260009;Municipis;IMMACULADA FONT SOLANS;Regidor/a;;JUNTS;;2;15/6/2019
2504260009;Municipis;MARIA DOLORS CAELLES BARÓ;Regidor/a;;JUNTS;;3;15/6/2019
2504260009;Municipis;EUGENI INGLAVAGA CARDENYES;Regidor/a;;JUNTS;;4;15/6/2019
2504260009;Municipis;JOAN MARSOL MUNTADA ;Regidor/a;;JUNTS;;5;15/6/2019
2504320002;Municipis;SÒNIA BRUGUERA DIEGO;Alcalde/ssa;;ERC-AM;;1;15/6/2019
2504320002;Municipis;NIL MONSÓ RAMON;Regidor/a;;ERC - AM;;2;15/6/2019
2504320002;Municipis;ERIC IGLESIAS SALA;Regidor/a;;ERC - AM;;3;15/6/2019
2504320002;Municipis;ALBERT APLACIN FARRÉ;Regidor/a;;ERC - AM;;4;15/6/2019
2504320002;Municipis;GERARD SUBIRÀ PUYOL;Regidor/a;;ERC - AM;;5;15/6/2019
2504320002;Municipis;JOSEP LLUIS FARRERO MOYES;Regidor/a;;JUNTS;;6;15/6/2019
2504320002;Municipis;MARISOL GARCIA ARDANUY;Regidor/a;;JUNTS;;7;15/6/2019
2504320002;Municipis;ALFONSO DUAT NORAY;Regidor/a;;JUNTS;;8;15/6/2019
2504320002;Municipis;POL ALAMINOS TRAVESET;Regidor/a;;JUNTS;;9;15/6/2019
2504470005;Municipis;CRISTINA BARBENS CASALS;Alcalde/ssa;;JxCat - JUNTS;;1;15/6/2019
2504470005;Municipis;JOSEP LLUÍS ROCA BLANCH;Regidor/a;;JxCat -JUNTS;;2;15/6/2019
2504470005;Municipis;MARCELINO SALA ALET;Regidor/a;;JxCat -JUNTS;;3;15/6/2019
2504470005;Municipis;DAVID TORRENT GINESTÀ;Regidor/a;;JxCat -JUNTS;;4;15/6/2019
2504470005;Municipis;JOSEP MAJORAL SALA;Regidor/a;;BASSELLASOMTOTS;;5;15/6/2019
2504500000;Municipis;JOSÉ ANTONIO BARÉS MARTÍN;Alcalde/ssa;;CDA-PNA;;1;15/6/2019
2504500000;Municipis;EUGENIO OCHOA DE ALDA RODRÍGUEZ;Regidor/a;;CDA-PNA;;2;15/6/2019
2504500000;Municipis;ALIDÉ SANS MAS;Regidor/a;;ARAN AMASSA;;3;15/6/2019
2504630008;Municipis;MARIA CARME CULLERÉ LLAVORÉ;Alcalde/ssa;;IxB - AM;;1;15/6/2019
2504630008;Municipis;MARIA CARME PIQUÉ FARRÉ;Regidor/a;;IxB -AM;;2;15/6/2019
2504630008;Municipis;MARIA ROSA GUASCH BERENGUÉ;Regidor/a;;IxB -AM;;3;15/6/2019
2504630008;Municipis;ELENA CATALÀ OSETE;Regidor/a;;IxB -AM;;4;15/6/2019
2504630008;Municipis;ELISABETH NAVARRO MATAMOROS;Regidor/a;;IxB -AM;;5;15/6/2019
2504630008;Municipis;NATALIA HUGUET CLARISÓ;Regidor/a;;IxB -AM;;6;15/6/2019
2504630008;Municipis;MARIA ARMENGOL GONZÁLEZ;Regidor/a;;IxB -AM;;7;15/6/2019
2504790004;Municipis;JAUME MONTFORT SAMÀ;Alcalde/ssa;;ExB-AM;;1;15/6/2019
2504790004;Municipis;JOFRE DE JUAN DELBERGHE;Regidor/a;;ExB-AM;;2;15/6/2019
2504790004;Municipis;RAMONA BALAGUÉ JOVELL;Regidor/a;;ExB-AM;;3;15/6/2019
2504790004;Municipis;AITOR ROS VALERO;Regidor/a;;ExB-AM;;4;15/6/2019
2504790004;Municipis;MARC DARBRA GASET;Regidor/a;;ExB-AM;;5;15/6/2019
2504790004;Municipis;JOSEP MERCE NIETO;Regidor/a;;ExB-AM;;6;15/6/2019
2504790004;Municipis;CARLOTA CASELLES HERNÁNDEZ;Regidor/a;;ExB-AM;;7;15/6/2019
2504790004;Municipis;MARIA JOSÉ NAVARRO TOLOSA;Regidor/a;;JUNTS;;8;15/6/2019
2504790004;Municipis;JOSEP PEDROL CASTELLS;Regidor/a;;JUNTS;;9;15/6/2019
2504850006;Municipis;RAMON CÓNSOLA PALAU;Alcalde/ssa;;JXCAT;;1;15/6/2019
2504850006;Municipis;JAUME AMORÓS BONET;Regidor/a;;JUNTS;;2;15/6/2019
2504850006;Municipis;ÀNGELA UTRILLA SÁNCHEZ;Regidor/a;;JUNTS;;3;15/6/2019
2504850006;Municipis;BRIGIDA JUBILLAR JOVÉ;Regidor/a;;JUNTS;;4;15/6/2019
2504850006;Municipis;MIQUEL CAMPÀS PLA;Regidor/a;;JUNTS;;5;15/6/2019
2504850006;Municipis;ROSA Mª BUIRA CASTELL;Regidor/a;;JUNTS;;6;15/6/2019
2504850006;Municipis;CARLES PALAU BOTÉ;Regidor/a;;BM -AM;;7;15/6/2019
2504850006;Municipis;MIQUEL AMORÓS FOLGUERA;Regidor/a;;BM -AM;;8;15/6/2019
2504850006;Municipis;ROSA ROMÀ NAVARRO;Regidor/a;;BM -AM;;9;15/6/2019
2504850006;Municipis;NADIR CASTELLS GENÉ;Regidor/a;;BM -AM;;10;15/6/2019
2504850006;Municipis;ENRIC CERQUEDA SECANELL;Regidor/a;;BM -AM;;11;15/6/2019
2504980001;Municipis;SÒNIA VALERO DENCAS;Alcalde/ssa;;JUNTS;;1;15/6/2019
2504980001;Municipis;MARTA PERERA BOIX;Regidor/a;;JUNTS;;2;15/6/2019
2504980001;Municipis;JAUME MONTSERRAT SOLÉ;Regidor/a;;JUNTS;;3;15/6/2019
2504980001;Municipis;MONTSERRAT SOLÉ BOLDÚ;Regidor/a;;JUNTS;;4;15/6/2019
2504980001;Municipis;DÍDAC GARCÍA MIRÓN;Regidor/a;;IBU-AM;;5;15/6/2019
2505010007;Municipis;JORDI ESTIARTE BERENGUER;Alcalde/ssa;;AMR-AM;;1;15/6/2019
2505010007;Municipis;INÉS GRANOLLERS CUNILLERA;Regidor/a;;AMR -AM;;2;15/6/2019
2505010007;Municipis;M. DOLORS FLORENSA SANTIVERI;Regidor/a;;AMR -AM;;3;15/6/2019
2505010007;Municipis;IMMA OLIVA PIERA;Regidor/a;;AMR -AM;;4;15/6/2019
2505010007;Municipis;JOSEP RAURICH COTS;Regidor/a;;AMR -AM;;5;15/6/2019
2505010007;Municipis;ANOUAR BOUMAKHTAF TORRES;Regidor/a;;AMR -AM;;6;15/6/2019
2505010007;Municipis;SALVADOR BONJOCH GUIM;Regidor/a;;JxCAT -JUNTS;;7;15/6/2019
2505010007;Municipis;ANNA QUESADA TEULÉ;Regidor/a;;JxCAT -JUNTS;;8;15/6/2019
2505010007;Municipis;RAMONA MOTA NORÓ;Regidor/a;;JxCAT -JUNTS;;9;15/6/2019
2505010007;Municipis;SERGI MARTÍ COSCONERA;Regidor/a;;JxCAT -JUNTS;;10;15/6/2019
2505010007;Municipis;SANDRA ORIOLA ALBAREDA;Regidor/a;;CUP-AMUNT;;11;15/6/2019
2505010007;Municipis;ELISENDA SÁNCHEZ DOÑATE;Regidor/a;;CUP-AMUNT;;12;15/6/2019
2505010007;Municipis;ISTRIA MOLINERO SAMPEDRANO;Regidor/a;;CUP-AMUNT;;13;15/6/2019
2505180001;Municipis;FRANCES XAVIER PORTA POUS;Alcalde/ssa;;En-Cerd;;1;15/6/2019
2505180001;Municipis;ANDREU FALOMI GINESTA;Regidor/a;;En-Cerd;;2;15/6/2019
2505180001;Municipis;EULALIA SERRA DOMINGO;Regidor/a;;En-Cerd;;3;15/6/2019
2505180001;Municipis;JOAQUIM ROMERO PEREIRA;Regidor/a;;En-Cerd;;4;15/6/2019
2505180001;Municipis;JOAN PORTA PARDO;Regidor/a;;En-Cerd;;5;15/6/2019
2505180001;Municipis;MARIA SOLA FERNANDEZ;Regidor/a;;En-Cerd;;6;15/6/2019
2505180001;Municipis;MARC FERNÁNDEZ PALAU;Regidor/a;;JxCat-JUNTS;;7;15/6/2019
2505180001;Municipis;MERCÈ ARROYOS GOMA;Regidor/a;;JxCat-JUNTS;;8;15/6/2019
2505180001;Municipis;RAMONA BRAGULAT I JUVÉ;Regidor/a;;ERC - AM;;9;15/6/2019
2505230008;Municipis;JOAN TALARN GILABERT;Alcalde/ssa;;TPBA-AM;;1;15/6/2019
2505230008;Municipis;MARIA ROSA FARRERA VIDAL;Regidor/a;;TPBA-AM;;2;15/6/2019
2505230008;Municipis;FELIP LLOVERA CANES;Regidor/a;;TPBA-AM;;3;15/6/2019
2505230008;Municipis;CARLES ARDERIU MITJANS;Regidor/a;;TPBA-AM;;4;15/6/2019
2505230008;Municipis;DANIEL GARCIA LLOBET;Regidor/a;;TPBA-AM;;5;15/6/2019
2505230008;Municipis;JULIÀ ORTONEDA MAYORAL;Regidor/a;;TPBA-AM;;6;15/6/2019
2505230008;Municipis;MARIA MITJANS HUGUET;Regidor/a;;TPBA-AM;;7;15/6/2019
2505230008;Municipis;ADRIANA YUSTA CAU;Regidor/a;;TPBA-AM;;8;15/6/2019
2505230008;Municipis;SERGI JUNI DALMAU;Regidor/a;;JUNTS;;9;15/6/2019
2505230008;Municipis;ERIKA GARCÍA SÁNCHEZ;Regidor/a;;JUNTS;;10;15/6/2019
2505230008;Municipis;ALBERT LÓPEZ BALAGUÉ;Regidor/a;;JUNTS;;11;15/6/2019
2505390004;Municipis;ANTONI CARRÉ CUADRAT;Alcalde/ssa;;JxCAT - JUNTS;;1;15/6/2019
2505390004;Municipis;ANGELINA SALES BATALLÉ;Regidor/a;;JxCAT -JUNTS;;2;15/6/2019
2505390004;Municipis;CRISTINA CANELA SERENTILL;Regidor/a;;JxCAT -JUNTS;;3;15/6/2019
2505390004;Municipis;JORDI CATALÀ FERNÁNDEZ;Regidor/a;;JxCAT -JUNTS;;4;15/6/2019
2505390004;Municipis;FERRAN MILLAS RUBINAT;Regidor/a;;JxCAT -JUNTS;;5;15/6/2019
2505390004;Municipis;FERRAN ACCENSI TORRES;Regidor/a;;ERC - AM;;6;15/6/2019
2505390004;Municipis;ANTONI CATALÀ SOLÉ;Regidor/a;;ERC - AM;;7;15/6/2019
2505390004;Municipis;LAIA INGLÉS ROJO;Regidor/a;;ERC - AM;;8;15/6/2019
2505390004;Municipis;MONTSERRAT BOSCH PASCUAL;Regidor/a;;TJxB -CP;;9;15/6/2019
2505570005;Municipis;JOSEP PUIG RIUS;Alcalde/ssa;;JUNTS;;1;15/6/2019
2505570005;Municipis;JUAN MARIA SIMÓ FORN;Regidor/a;;JUNTS;;2;15/6/2019
2505570005;Municipis;FLORENCI GRIFELL COMBELLÉ;Regidor/a;;JUNTS;;3;15/6/2019
2505570005;Municipis;JOSEP MARIA RIUS LUQUE;Regidor/a;;JUNTS;;4;15/6/2019
2505570005;Municipis;MARIA DE LOS ANGELES LOBO NOGALES;Regidor/a;;JUNTS;;5;15/6/2019
2505600000;Municipis;ÒSCAR RICARD ACERO GIRAL;Alcalde/ssa;;JXCAT;;1;15/6/2019
2505600000;Municipis;MIQUEL ÀNGEL MASIP FARRÉ;Regidor/a;;JxCAT -JUNTS;;2;15/6/2019
2505600000;Municipis;JOAQUIM PELLICER VALLVERDÚ;Regidor/a;;JxCAT -JUNTS;;3;15/6/2019
2505600000;Municipis;MIQUEL MARIA PRUNERA ABELLA;Regidor/a;;JxCAT -JUNTS;;4;15/6/2019
2505600000;Municipis;ANTONIO MASIP MONNÉ;Regidor/a;;IxB-AM;;5;15/6/2019
2505600000;Municipis;CARLES VEGA CASTELLVÍ;Regidor/a;;IxB-AM;;6;15/6/2019
2505600000;Municipis;CARLOS ALBERTO MASIP VIDAL;Regidor/a;;IxB-AM;;7;15/6/2019
2505760009;Municipis;ROSA MIRAT MARQUÉS;Alcalde/ssa;;UA-PSC-CP;;1;15/6/2019
2505760009;Municipis;MARIO CALLES RAMOS;Regidor/a;;UA-PSC-CP;;2;15/6/2019
2505760009;Municipis;MERITXELL PÉREZ DOMINGO;Regidor/a;;UA-PSC-CP;;3;15/6/2019
2505760009;Municipis;SANDRA SACAU BONET;Regidor/a;;UA-PSC-CP;;4;15/6/2019
2505760009;Municipis;JORGE SOCASAU BERGUA;Regidor/a;;CDA-PNA;;5;15/6/2019
2505760009;Municipis;MIGUEL SEGALÀS MIR;Regidor/a;;CDA-PNA;;6;15/6/2019
2505760009;Municipis;MÒNICA ESTRADA FORT;Regidor/a;;CDA-PNA;;7;15/6/2019
2505950006;Municipis;AMADOR MARQUÉS ATÉS;Alcalde/ssa;;UA-PSC-CP;;1;15/6/2019
2505950006;Municipis;MIGUEL ALMANSA ARTIGA;Regidor/a;;UA-PSC-CP;;2;15/6/2019
2505950006;Municipis;MARÍA ÁNGELES MEDAN NOGUERA;Regidor/a;;UA-PSC-CP;;3;15/6/2019
2505950006;Municipis;JAIME DELSENY GARCÍA;Regidor/a;;UA-PSC-CP;;4;15/6/2019
2505950006;Municipis;ANTONIO SANGLADA BARÉS;Regidor/a;;UA-PSC-CP;;5;15/6/2019
2505950006;Municipis;GUILLERMINA ROMÁN GURI;Regidor/a;;UA-PSC-CP;;6;15/6/2019
2505950006;Municipis;ALFONSO PÉREZ ABELLA;Regidor/a;;UA-PSC-CP;;7;15/6/2019
2505950006;Municipis;FRANCISCO JOSÉ RODRÍGUEZ BERART;Regidor/a;;CDA-PNA;;8;15/6/2019
2505950006;Municipis;MARCOS MADRID RUIZ ;Regidor/a;;CDA-PNA;;9;15/6/2019
2506090004;Municipis;LLUIS CLOTET OLIVA;Alcalde/ssa;;JXCAT;;1;15/6/2019
2506090004;Municipis;JOSEP PAMPALONA ARMENGOL;Regidor/a;;JUNTS;;2;15/6/2019
2506090004;Municipis;SALVADOR COMA CREUS;Regidor/a;;IC-AM;;3;15/6/2019
2506160009;Municipis;JOSEP MARQUÉS CASTANY;Alcalde/ssa;;JXCAT;;1;15/6/2019
2506160009;Municipis;VENTURA OBIOLS I BENATANACHS;Regidor/a;;ERC - AM;;2;15/6/2019
2506160009;Municipis;XAVIER BULLICH COLL;Regidor/a;;CxC - CP;;3;15/6/2019
2506210007;Municipis;ELISABETH LIZASO CANTÓN;Alcalde/ssa;;IxC-AM;;1;15/6/2019
2506210007;Municipis;PERE PEDROL SANCHEZ;Regidor/a;;IxC-AM;;2;15/6/2019
2506210007;Municipis;JOSE RUIZ LUQUE;Regidor/a;;IxC-AM;;3;15/6/2019
2506210007;Municipis;FRANCESC RUBIÓ GUILLAUMET;Regidor/a;;IxC-AM;;4;15/6/2019
2506210007;Municipis;CARLES PEDROL SOLÉ;Regidor/a;;JUNTS;;5;15/6/2019
2506210007;Municipis;SALVADOR FREIXANET MIRET;Regidor/a;;JUNTS;;6;15/6/2019
2506210007;Municipis;MERCÈ ROSELL COLLADO;Regidor/a;;JUNTS;;7;15/6/2019
2506370005;Municipis;JUAN CARLOS LASTERA ALCALDE;Alcalde/ssa;;UA-PSC-CP;;1;15/6/2019
2506370005;Municipis;JESÚS ESCOTS FERRÉ;Regidor/a;;UA-PSC-CP;;2;15/6/2019
2506370005;Municipis;BERNADETA REDONETS BERSACH;Regidor/a;;UA-PSC-CP;;3;15/6/2019
2506420002;Municipis;MARIA CLAUSTRE SUNYER CANTONS;Alcalde/ssa;;JUNTS;;1;15/6/2019
2506420002;Municipis;EVA RIART CAELLES;Regidor/a;;JUNTS;;2;15/6/2019
2506420002;Municipis;MARIA CARME SOLÀ REGADA ;Regidor/a;;JUNTS;;3;15/6/2019
2506420002;Municipis;MARC CASABOSCH ESTÉVEZ;Regidor/a;;ERC - AM;;4;15/6/2019
2506420002;Municipis;SANTIAGO CASAFONT BRINGUES;Regidor/a;;ERC - AM;;5;15/6/2019
2506740003;Municipis;CONRAD LLOVERA SALA;Alcalde/ssa;;JxCAT - JUNTS;;1;15/6/2019
2506740003;Municipis;MARIA ROSA SOLÉ CODINA;Regidor/a;;JxCAT -JUNT;;2;15/6/2019
2506740003;Municipis;XAVIER SIMÓ MOLGÓ;Regidor/a;;JxCAT -JUNT;;3;15/6/2019
2506740003;Municipis;JOSEP MARIA SOLÉ CODINA;Regidor/a;;JxCAT -JUNT;;4;15/6/2019
2506740003;Municipis;MARC BELLET RAMIS;Regidor/a;;JxCAT -JUNT;;5;15/6/2019
2506740003;Municipis;DAVID CASELLES PUJOL;Regidor/a;;ExC -AM;;6;15/6/2019
2506740003;Municipis;DOLORS ROCA CURCÓ;Regidor/a;;PP;;7;15/6/2019
2506800000;Municipis;JORDI LLANES VALLS;Alcalde/ssa;;JUNTS;;1;15/6/2019
2506800000;Municipis;MARIA TERESA SIMÓ CHIMENOS;Regidor/a;;JUNTS;;2;15/6/2019
2506800000;Municipis;ALBERT FORNS VILA;Regidor/a;;JUNTS;;3;15/6/2019
2506800000;Municipis;JOSEP MARIA PASCUAL DURAN;Regidor/a;;JUNTS;;4;15/6/2019
2506800000;Municipis;JORDI ROIG PONT;Regidor/a;;JUNTS;;5;15/6/2019
2506800000;Municipis;RAIDA GALITÓ TORRES;Regidor/a;;ERC - AM;;6;15/6/2019
